Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,AUG,2022-23,Puerto Rico,0.0011,0.0018,-7e-4,130,213,118083,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Rhode Island,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,Republic of Palau,0,0,0,0,0,928,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,South Carolina,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,South Dakota,2e-4,3e-4,0,12,13,49273,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Houston,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,Tennessee,0.0031,0.0032,0,1048,1054,333492,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Texas,0.0014,0.0016,-2e-4,2333,2718,1668393,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Utah,0.0017,0.0025,-8e-4,346,506,205956,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Virginia,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,U.S. Virgin Islands,0,0,0,0,0,5553,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Vermont,6e-4,6e-4,0,15,14,24859,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Washington,0.0027,0.0022,5e-4,1019,829,377461,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Wisconsin,6e-4,0.0017,-0.0011,166,469,275092,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,West Virginia,2e-4,7e-4,-5e-4,17,55,79949,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Wyoming,3e-4,4e-4,-1e-4,9,11,29524,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Alaska,5e-4,7e-4,-2e-4,22,29,40264,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Alabama,0.002,0.0013,7e-4,485,309,245322,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Arkansas,3e-4,6e-4,-2e-4,53,92,157739,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,American Samoa,3e-4,0.0375,-0.0372,1,133,3546,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Arizona,0.0021,0.0015,6e-4,785,575,375524,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,New York City,0.0068,0.0075,-6e-4,2468,2697,360714,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,California,0.0014,0.0036,-0.0022,2861,7265,1991746,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Chicago,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Colorado,0.0025,0.002,5e-4,712,573,285438,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Connecticut,0.0091,0.0092,-1e-4,1487,1502,163419,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,District of Columbia,0.002,0.002,0,52,53,26358,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Delaware,0.0014,0.0017,-3e-4,64,78,46331,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Florida,0.0043,0.0038,5e-4,4108,3653,955019,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Federated States of Micronesia,3e-4,0,3e-4,2,0,7989,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Georgia,0,0,0,0,0,569907,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Guam,0.0063,3e-4,0.006,76,4,11986,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Hawaii,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Iowa,4e-4,7e-4,-3e-4,71,122,163445,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Idaho,5e-4,4e-4,2e-4,53,37,104275,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Illinois,0.0029,0.0028,1e-4,1806,1746,626171,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Indiana,0.0016,0.0011,5e-4,580,387,351878,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Kansas,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Kentucky,0.0023,0.0021,2e-4,515,471,223108,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Louisiana,7e-4,7e-4,0,166,169,241497,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Massachusetts,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Maryland,0.0035,0.0032,3e-4,1042,950,301025,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Maine,0.0963,0.0878,0.0085,5387,4912,55949,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Marshall Islands,0,0.0034,-0.0034,0,23,6780,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Michigan,0.0024,0.0022,2e-4,1130,1055,475421,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Minnesota,0.0013,0.0027,-0.0014,370,786,292636,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Missouri,8e-4,9e-4,-1e-4,245,264,307961,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,N. Mariana Islands,0.0046,0,0.0046,18,0,3916,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Mississippi,4e-4,5e-4,-1e-4,65,82,157912,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Montana,9e-4,4e-4,5e-4,45,20,52303,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,North Carolina,0.0028,0.0025,3e-4,1473,1313,523493,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,North Dakota,7e-4,0.0015,-9e-4,26,60,39611,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Nebraska,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,New Jersey,0.0104,0.0104,-1e-4,4502,4541,434609,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,New Mexico,0.0023,0.0012,0.0011,253,130,109896,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Nevada,0.0033,0.0025,8e-4,532,397,159658,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,New York,0.0042,0.0042,0,2164,2148,514913,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Ohio,0.0022,0.0017,5e-4,1233,947,572469,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Oklahoma,4e-4,5e-4,-2e-4,78,117,216150,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Oregon,7e-4,6e-4,1e-4,141,122,198245,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Pennsylvania,0.0024,0.0028,-4e-4,1212,1419,515686,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Philadelphia,0.0031,0.0037,-7e-4,227,275,73520,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Puerto Rico,0.0031,0.004,-9e-4,426,545,136345,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Republic of Palau,0,0,0,0,0,1099,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,South Dakota,6e-4,7e-4,-1e-4,27,34,48907,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Houston,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Tennessee,0.0036,0.0025,0.0012,1237,834,339143,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Texas,0.0018,0.0013,4e-4,2968,2254,1687066,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Utah,0.0019,0.0021,-2e-4,408,443,213250,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Virginia,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,AUG,2023-24,U.S. Virgin Islands,0,0,0,0,0,6226,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Vermont,2e-4,4e-4,-3e-4,4,11,25620,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Washington,0.0034,0.0034,1e-4,1298,1273,377798,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Wisconsin,8e-4,0.0014,-5e-4,232,389,286356,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,West Virginia,4e-4,7e-4,-4e-4,30,59,80919,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Wyoming,2e-4,8e-4,-6e-4,6,26,31095,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Alaska,0.0054,0.0045,9e-4,2987,2476,552427,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Alabama,0.0064,0.0046,0.0018,24525,17756,3834249,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Arkansas,0.0035,0.003,5e-4,8227,6992,2330808,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,American Samoa,0,2e-4,-2e-4,0,6,31335,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Arizona,0.0079,0.0072,7e-4,45598,41478,5774978,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New York City,0.0061,0.0053,8e-4,39919,34618,6559310,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,California,0.0096,0.0123,-0.0027,292731,376442,30576844,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Chicago,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Colorado,0.0065,0.006,5e-4,29559,27162,4557684,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Connecticut,0.0062,0.0048,0.0014,17646,13553,2838054,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,District of Columbia,0.0056,0.0031,0.0025,3259,1820,583228,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Delaware,0.0092,0.0085,7e-4,7217,6664,782153,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Florida,0.0152,0.0118,0.0034,266112,206997,17482580,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Federated States of Micronesia,4e-4,0,4e-4,30,0,66724,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Georgia,0,0,0,0,0,8210067,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Guam,0.0098,7e-4,0.0091,1127,83,114544,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Hawaii,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Iowa,0.0025,0.0018,7e-4,6089,4408,2438002,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Idaho,0.0037,0.0034,3e-4,5074,4688,1375870,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Illinois,0.0067,0.0054,0.0013,66018,52923,9809562,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Indiana,0.0066,0.0038,0.0028,34363,19764,5188514,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Kansas,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Kentucky,0.0062,0.0049,0.0013,21672,17083,3475334,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Louisiana,0.0055,0.0043,0.0012,19597,15205,3564038,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Massachusetts,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Maryland,0.0085,0.0057,0.0027,39942,27010,4721883,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Maine,0.0364,0.0361,3e-4,40163,39794,1101973,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Marshall Islands,0,2e-4,-2e-4,2,11,47529,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Michigan,0.0065,0.0063,2e-4,50925,49337,7839742,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Minnesota,0.0046,0.0041,4e-4,19924,18063,4356123,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Missouri,0.0043,0.0036,7e-4,20570,17402,4780119,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,N. Mariana Islands,0.0024,0,0.0024,86,1,36075,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Mississippi,0.0048,0.004,8e-4,10881,9104,2273653,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Montana,0.0028,0.0018,0.001,2364,1532,850894,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,North Carolina,0.007,0.002,0.005,58342,16696,8294423,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,North Dakota,0.0017,0.0014,3e-4,986,808,583680,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Nebraska,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,New Jersey,0.0071,0.0056,0.0015,49520,39189,6947836,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New Mexico,0.0075,0.0067,8e-4,12263,11019,1633828,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Nevada,0.0122,0.0109,0.0013,29742,26493,2440679,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New York,0.0066,0.0054,0.0012,58081,47367,8789112,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Ohio,0.0058,0.0052,7e-4,53357,47033,9124576,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Oklahoma,0.0032,0.003,2e-4,9603,9047,3027263,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Oregon,0.0034,0.0029,5e-4,11342,9674,3380729,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Pennsylvania,0.0064,0.0054,0.001,57445,48152,8922762,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Philadelphia,0.0095,0.0078,0.0017,11743,9629,1239735,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Puerto Rico,0.0068,0.0145,-0.0077,17867,37979,2624172,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Republic of Palau,0,1e-4,-1e-4,0,1,16583,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,South Dakota,0.0022,0.0022,0,1499,1517,674238,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Houston,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Tennessee,0.0074,0.0061,0.0013,39859,32884,5373433,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Texas,0.0053,0.0041,0.0012,115631,89917,21925627,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Utah,0.005,0.0037,0.0013,11578,8574,2320603,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Virginia,NA,NA,NA,NA,NA,NA,18+ years,Not Available,Adult
2024-25,AUG,2023-24,U.S. Virgin Islands,6e-4,0,6e-4,48,2,81507,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Vermont,0.0037,0.0022,0.0015,1874,1126,510181,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Washington,0.0072,0.0056,0.0016,43232,33874,6027818,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Wisconsin,0.0037,0.0034,3e-4,16731,15459,4574131,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,West Virginia,0.0041,0.0039,3e-4,5923,5535,1428520,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Wyoming,0.0024,0.0021,3e-4,1085,964,449237,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Alaska,0.0019,0.002,-2e-4,598,655,322724,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Alabama,0.0027,0.0021,6e-4,5353,4248,1997031,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Arkansas,0.0013,0.0013,0,1607,1572,1229950,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,American Samoa,0,3e-4,-3e-4,0,6,20418,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Arizona,0.0038,0.0033,5e-4,11724,10046,3079500,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New York City,0.004,0.0033,7e-4,15047,12474,3752487,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,California,0.0045,0.0057,-0.0013,78071,99910,17380305,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Chicago,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Colorado,0.0031,0.0028,3e-4,8232,7470,2627928,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Connecticut,0.0037,0.0031,7e-4,5370,4388,1433821,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,District of Columbia,0.0033,0.0016,0.0017,1291,631,387986,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Delaware,0.0036,0.0035,1e-4,1398,1348,383258,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Florida,0.0064,0.0052,0.0013,54878,43975,8532850,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Federated States of Micronesia,4e-4,0,4e-4,21,0,49666,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Georgia,0,0,0,0,0,4619939,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Guam,0.0042,4e-4,0.0038,297,28,70741,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Hawaii,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Iowa,0.001,0.0011,-1e-4,1282,1352,1278429,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Idaho,0.0015,0.0015,0,1098,1117,747775,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Illinois,0.0033,0.0027,6e-4,17566,14129,5293195,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Indiana,0.003,0.0018,0.0012,8307,4918,2794631,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Kansas,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Kentucky,0.0035,0.0028,7e-4,6417,5153,1829101,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Louisiana,0.002,0.0019,1e-4,3908,3757,1926749,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Massachusetts,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Maryland,0.0049,0.0033,0.0016,12269,8178,2512075,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Maine,0.0252,0.0229,0.0023,12815,11642,507668,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Marshall Islands,0,2e-4,-2e-4,1,7,36097,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Michigan,0.0031,0.0027,3e-4,12271,10980,4006528,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Minnesota,0.0025,0.0023,2e-4,5752,5271,2315421,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Missouri,0.0022,0.0017,5e-4,5391,4202,2499695,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,N. Mariana Islands,0.0018,0,0.0017,36,1,20301,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Mississippi,0.0018,0.0017,1e-4,2159,2094,1212056,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Montana,0.001,6e-4,3e-4,409,269,430356,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,North Carolina,0.0029,7e-4,0.0021,12611,3218,4423448,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,North Dakota,6e-4,7e-4,-1e-4,201,226,329715,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Nebraska,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,New Jersey,0.0044,0.0034,0.001,16000,12431,3608589,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New Mexico,0.0031,0.0026,5e-4,2650,2202,857079,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Nevada,0.0054,0.0042,0.0012,7248,5661,1334197,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New York,0.0031,0.0026,5e-4,13688,11623,4391080,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Ohio,0.0031,0.0024,6e-4,14480,11505,4712462,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Oklahoma,0.0013,0.0013,0,2094,2163,1661189,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Oregon,0.0013,0.0012,1e-4,2341,2208,1806245,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Pennsylvania,0.0032,0.0025,7e-4,13911,10824,4366564,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Philadelphia,0.0059,0.0044,0.0015,4349,3250,742696,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Puerto Rico,0.0034,0.0065,-0.003,4391,8315,1286583,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Republic of Palau,0,1e-4,-1e-4,0,1,10568,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,South Dakota,9e-4,0.0011,-3e-4,308,399,352593,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Houston,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Tennessee,0.0035,0.0031,4e-4,10014,8732,2857609,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Texas,0.0023,0.0017,6e-4,29840,22088,13026771,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Utah,0.0028,0.0019,8e-4,4071,2831,1478793,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Virginia,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,U.S. Virgin Islands,1e-4,0,1e-4,4,0,38581,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Vermont,0.0011,8e-4,3e-4,278,198,247935,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Washington,0.0037,0.0032,5e-4,12302,10620,3364376,18-49 years,Within 5 percentage points,Adult
